Code,Category,Sub_Category,Question,Answer,Difficulty,SubCatName,Flag
30399,Religion & Mythology,Mythology & Legends,What is the name of the tree of the world in Norse mythology?,Yggdrasil,Specialized Knowledge,Religion & Mythology|Mythology & Legends,
30435,Religion & Mythology,Mythology & Legends,What happened if you looked a Gorgon in the eye?,You turned to stone,Common Knowledge,Religion & Mythology|Mythology & Legends,
30464,Religion & Mythology,Mythology & Legends,What was Hebe the goddess of?,Youth,Specialized Knowledge,Religion & Mythology|Mythology & Legends,
30533,Religion & Mythology,Mythology & Legends,In Greek mythology who abducted Europa to Crete,Zeus,Moderate Knowledge,Religion & Mythology|Mythology & Legends,
30534,Religion & Mythology,Mythology & Legends,"In Greek Mythology, For Whom Did The Cyclops Forge Thunderbolts",Zeus,Moderate Knowledge,Religion & Mythology|Mythology & Legends,
30535,Religion & Mythology,Mythology & Legends,Who created the Myrmidons in Greek mythology?,Zeus,Specialized Knowledge,Religion & Mythology|Mythology & Legends,
30536,Religion & Mythology,Mythology & Legends,Who is the Greek equivalent of the Roman god Jupiter,Zeus,Moderate Knowledge,Religion & Mythology|Mythology & Legends,
30537,Religion & Mythology,Mythology & Legends,Who is the Greek equivalent of the Roman Jupiter,Zeus,Moderate Knowledge,Religion & Mythology|Mythology & Legends,
30538,Religion & Mythology,Mythology & Legends,Who was Hercules' father?,Zeus,Common Knowledge,Religion & Mythology|Mythology & Legends,
30541,Religion & Mythology,Mythology & Legends,Of whom were Castor and Pollux the twin sons,Zeus and Leda,Specialized Knowledge,Religion & Mythology|Mythology & Legends,
30578,Religion & Mythology,Mythology & Legends,The Greek for circle of animals gives its name to what,Zodiac,Moderate Knowledge,Religion & Mythology|Mythology & Legends,
129,Religion & Mythology,Religious History,How many witches are traditionally in a coven?,13,Moderate Knowledge,Religion & Mythology|Religious History,
140,Religion & Mythology,Religious History,In what year was the first English translation of the Bible completed?,1388,Specialized Knowledge,Religion & Mythology|Religious History,
663,Religion & Mythology,Religious History,How many Popes have been named John?,21,Specialized Knowledge,Religion & Mythology|Religious History,
687,Religion & Mythology,Religious History,Which number psalm begins The Lord is my Shepherd I shall not want,23rd Psalm,Moderate Knowledge,Religion & Mythology|Religious History,
822,Religion & Mythology,Religious History,How many lashes did Jesus receive?,39,Specialized Knowledge,Religion & Mythology|Religious History,
903,Religion & Mythology,Religious History,In what century was St. Nicholas first mentioned?,4th,Specialized Knowledge,Religion & Mythology|Religious History,
986,Religion & Mythology,Religious History,What is the number of the beast?,666,Common Knowledge,Religion & Mythology|Religious History,
987,Religion & Mythology,Religious History,What number is used to represent Satan?,666,Common Knowledge,Religion & Mythology|Religious History,
1083,Religion & Mythology,Religious History,How old was Sarah when she had a child,90,Moderate Knowledge,Religion & Mythology|Religious History,
1423,Religion & Mythology,Religious History,What type of building is occupied by monks?,Abbey,Common Knowledge,Religion & Mythology|Religious History,
1613,Religion & Mythology,Religious History,Who was the only British Pope?,Adrian IV,Specialized Knowledge,Religion & Mythology|Religious History,
1614,Religion & Mythology,Religious History,Who was the only pope born in England?,Adrian IV,Specialized Knowledge,Religion & Mythology|Religious History,
2133,Religion & Mythology,Religious History,Who was the king of Judah 800-783 BC,Amaziah,Specialized Knowledge,Religion & Mythology|Religious History,
2513,Religion & Mythology,Religious History,What is opposition to the Jewish race called?,Anti-semitism,Common Knowledge,Religion & Mythology|Religious History,
2801,Religion & Mythology,Religious History,What is the huge battle at the end of the world called?,Armageddon,Moderate Knowledge,Religion & Mythology|Religious History,
3531,Religion & Mythology,Religious History,In Odessa Texas the Star of David and Peace symbol are classified as what,Banned Satanic Symbols,Specialized Knowledge,Religion & Mythology|Religious History,
3919,Religion & Mythology,Religious History,In the 13th century European children were baptized with what?,Beer,Specialized Knowledge,Religion & Mythology|Religious History,
3962,Religion & Mythology,Religious History,How did St. Valentine die?,Beheaded,Specialized Knowledge,Religion & Mythology|Religious History,
4295,Religion & Mythology,Religious History,Who said there is nothing in the Bible that says I must wear rags?,Billy Graham,Specialized Knowledge,Religion & Mythology|Religious History,
4406,Religion & Mythology,Religious History,What job does a Suffragan have?,Bishop,Specialized Knowledge,Religion & Mythology|Religious History,
4407,Religion & Mythology,Religious History,Who would use a chimere and a rochet,Bishop,Specialized Knowledge,Religion & Mythology|Religious History,
4919,Religion & Mythology,Religious History,What links Herbert Hoover and Richard Nixon besides the obvious?,Both Quakers,Specialized Knowledge,Religion & Mythology|Religious History,
5205,Religion & Mythology,Religious History,Who led the Mormons to the Great Salt Lake?,Brigham Young,Moderate Knowledge,Religion & Mythology|Religious History,
5490,Religion & Mythology,Religious History,What was the first sign shown to Moses by God according to the Bible?,Burning Bush,Moderate Knowledge,Religion & Mythology|Religious History,
5781,Religion & Mythology,Religious History,In the Bible in what city did Jesus perform his first miracle,Cana,Moderate Knowledge,Religion & Mythology|Religious History,
5920,Religion & Mythology,Religious History,If you were born on Christmas Day what zodiac sign would you be,Capricorn,Common Knowledge,Religion & Mythology|Religious History,
6059,Religion & Mythology,Religious History,What was Joseph's job in the Bible?,Carpenter,Common Knowledge,Religion & Mythology|Religious History,
6097,Religion & Mythology,Religious History,What is a shofar?,Carved rams horn Jewish faith,Specialized Knowledge,Religion & Mythology|Religious History,
6158,Religion & Mythology,Religious History,Which was the sacred animal of ancient Egypt?,Cat,Moderate Knowledge,Religion & Mythology|Religious History,
6257,Religion & Mythology,Religious History,What is heaven called in Pilgrim's Progress,Celestial City,Specialized Knowledge,Religion & Mythology|Religious History,
6983,Religion & Mythology,Religious History,What does the reference book Crockford's list?,Church of England clergy,Specialized Knowledge,Religion & Mythology|Religious History,
7456,Religion & Mythology,Religious History,What is a pact between a secular authority and the church called?,Concordat,Specialized Knowledge,Religion & Mythology|Religious History,
7688,Religion & Mythology,Religious History,Who fixed the date of the Christian festival Easter,Council of Nicaea,Specialized Knowledge,Religion & Mythology|Religious History,
7875,Religion & Mythology,Religious History,In heraldry there are 60 varieties of what?,Cross,Specialized Knowledge,Religion & Mythology|Religious History,
8233,Religion & Mythology,Religious History,Which King had Daniel thrown into the Lion's den,Darius,Moderate Knowledge,Religion & Mythology|Religious History,
8269,Religion & Mythology,Religious History,Which saint died around 601 AD,David,Specialized Knowledge,Religion & Mythology|Religious History,
8270,Religion & Mythology,Religious History,Who killed Goliath?,David,Common Knowledge,Religion & Mythology|Religious History,
9020,Religion & Mythology,Religious History,What came down on Jesus' head after he was baptized,Dove,Common Knowledge,Religion & Mythology|Religious History,
9021,Religion & Mythology,Religious History,Which bird brought back a twig to Noah to signal the end of the flood?,Dove,Common Knowledge,Religion & Mythology|Religious History,
9944,Religion & Mythology,Religious History,Which Man In The Bible Is Simply Described As 'Living Forever',Enoch,Specialized Knowledge,Religion & Mythology|Religious History,
10192,Religion & Mythology,Religious History,To drive out an evil spirit,Exorcize,Common Knowledge,Religion & Mythology|Religious History,
10209,Religion & Mythology,Religious History,What is the sacrament of anointing for dying persons called?,Extreme Unction,Specialized Knowledge,Religion & Mythology|Religious History,
10368,Religion & Mythology,Religious History,What famous priest ministered to the Molokai lepers from 1873 until his death,Father Damien,Specialized Knowledge,Religion & Mythology|Religious History,
10428,Religion & Mythology,Religious History,What is the most popular Saints name,Felix,Specialized Knowledge,Religion & Mythology|Religious History,
10693,Religion & Mythology,Religious History,What is the Pope's pontifical ring called?,Fisherman's ring,Specialized Knowledge,Religion & Mythology|Religious History,
10898,Religion & Mythology,Religious History,A receptacle for holy water in a church is called what?,Font,Moderate Knowledge,Religion & Mythology|Religious History,
11053,Religion & Mythology,Religious History,What do the quarters of a hot cross bun symbolize?,Four Seasons,Moderate Knowledge,Religion & Mythology|Religious History,
11144,Religion & Mythology,Religious History,209 Popes have been Italian; which country has the second-highest number?,France,Specialized Knowledge,Religion & Mythology|Religious History,
11173,Religion & Mythology,Religious History,Which monastic order established the California wine industry?,Franciscan,Moderate Knowledge,Religion & Mythology|Religious History,
11627,Religion & Mythology,Religious History,What are the names of the 3 wise men who brought gifts to the baby Jesus,Gaspar Melchior Balthasar,Moderate Knowledge,Religion & Mythology|Religious History,
11745,Religion & Mythology,Religious History,Who Was The English Man Of Religion Who Founded The Society Of Friends,George Fox,Specialized Knowledge,Religion & Mythology|Religious History,
11746,Religion & Mythology,Religious History,Who was the founder of the Quakers?,George Fox,Specialized Knowledge,Religion & Mythology|Religious History,
12575,Religion & Mythology,Religious History,Which Pope started the Inquisition?,Gregory IX,Specialized Knowledge,Religion & Mythology|Religious History,
12706,Religion & Mythology,Religious History,What is Myrrh - a herb a gum resin or an essence distilled from orchids,Gum resin,Moderate Knowledge,Religion & Mythology|Religious History,
12836,Religion & Mythology,Religious History,Disc of light shown round the head of a sacred person?,Halo,Common Knowledge,Religion & Mythology|Religious History,
12897,Religion & Mythology,Religious History,Saint Bibiana is the patron saint of what?,Hangovers,Specialized Knowledge,Religion & Mythology|Religious History,
13035,Religion & Mythology,Religious History,What is a kneeling cushion in church called?,Hassock,Specialized Knowledge,Religion & Mythology|Religious History,
13300,Religion & Mythology,Religious History,For what virtue was Joan of Arc made a saint?,Her Virginity,Specialized Knowledge,Religion & Mythology|Religious History,
13357,Religion & Mythology,Religious History,Who ruled Judea and had John the Baptist beheaded at the request of Salome?,Herod antipas,Moderate Knowledge,Religion & Mythology|Religious History,
13578,Religion & Mythology,Religious History,What is the holy cup of Christ called?,Holy Grail,Common Knowledge,Religion & Mythology|Religious History,
13583,Religion & Mythology,Religious History,What does a priest distribute with an aspergillum?,Holy water,Specialized Knowledge,Religion & Mythology|Religious History,
13749,Religion & Mythology,Religious History,Jesus was born in Bethlehem. What does the name Bethlehem mean?,House of Bread,Specialized Knowledge,Religion & Mythology|Religious History,
14024,Religion & Mythology,Religious History,Saint Lydwina is the patron saint of what sport?,Ice Skating,Specialized Knowledge,Religion & Mythology|Religious History,
14119,Religion & Mythology,Religious History,Where would you find a bema narthex and apse?,In a Basilica,Specialized Knowledge,Religion & Mythology|Religious History,
14171,Religion & Mythology,Religious History,What material is burned to give fragrant fumes?,Incense,Common Knowledge,Religion & Mythology|Religious History,
14298,Religion & Mythology,Religious History,Which letters denote Jesus Nazareth King of the Jews?,INRI,Moderate Knowledge,Religion & Mythology|Religious History,
14468,Religion & Mythology,Religious History,Who was an ordained priest in the Church of England,Isaac Newton,Specialized Knowledge,Religion & Mythology|Religious History,
15102,Religion & Mythology,Religious History,Who walked the Via Dolorosa - literally meaning the Dolorous Way?,Jesus,Moderate Knowledge,Religion & Mythology|Religious History,
15264,Religion & Mythology,Religious History,Who is referred to in the New Testament as the disciple Jesus loved,John,Moderate Knowledge,Religion & Mythology|Religious History,
15393,Religion & Mythology,Religious History,Which pope died 33 days after his election in 1978?,John Paul I,Moderate Knowledge,Religion & Mythology|Religious History,
